proposal_id,nb_entailed_proposals,nb_contradictory_proposals,nb_votes_for,nb_votes_mixed,nb_votes_against,nb_args_for,nb_args_against,controversiality_nli,controversiality_votes,controversiality_args
cf791c19-022a-11ea-80b3-0242ac110002,35,69,1,0,0,0,0,0.5142857142857142,-1.0,-1.0
1b13d62b-0228-11ea-80b3-0242ac110002,14,41,2,0,0,1,0,0.35714285714285715,-1.0,-1.0
b9d40025-021d-11ea-80b3-0242ac110002,19,77,2,0,0,0,0,0.2564102564102564,-1.0,-1.0
e3e4d180-0208-11ea-80b3-0242ac110002,14,34,2,0,0,0,0,0.42857142857142855,-1.0,-1.0
3fbaa9b3-018d-11ea-80b3-0242ac110002,15,237,1,0,0,0,0,0.06722689075630252,-1.0,-1.0
c11e046b-0154-11ea-80b3-0242ac110002,12,61,1,0,0,1,0,0.20967741935483872,-1.0,-1.0
46ebbb94-0137-11ea-bb9b-0242ac110003,49,30,1,0,1,0,0,0.62,-1.0,-1.0
fb7fae48-012d-11ea-bb9b-0242ac110003,20,83,3,0,0,0,0,0.25,-1.0,-1.0
0c62c603-00e0-11ea-bb9b-0242ac110003,19,49,0,1,0,0,0,0.4,-1.0,-1.0
ab7cae75-0013-11ea-bb9b-0242ac110003,19,64,1,1,0,1,0,0.3076923076923077,-1.0,-1.0
e98c035e-fff6-11e9-bb9b-0242ac110003,14,82,2,0,0,0,0,0.18072289156626506,-1.0,-1.0
1fa33083-fff5-11e9-bb9b-0242ac110003,11,67,0,1,0,0,0,0.17647058823529413,-1.0,-1.0
1322cec7-ffe1-11e9-bb9b-0242ac110003,17,115,1,1,0,1,0,0.15517241379310345,-1.0,-1.0
0a64e446-ffb4-11e9-bb9b-0242ac110003,39,45,2,1,0,1,0,0.8695652173913043,-1.0,-1.0
ee9651c6-ffb1-11e9-bb9b-0242ac110003,34,64,0,1,0,0,0,0.5384615384615384,-1.0,-1.0
c1ce5064-ff01-11e9-bb9d-0242ac110002,25,70,3,0,1,0,1,0.36619718309859156,-1.0,-1.0
6cc11b36-fefe-11e9-bb9d-0242ac110002,22,63,1,0,1,0,0,0.359375,-1.0,-1.0
262151e7-fed5-11e9-bb9d-0242ac110002,10,53,1,1,0,0,0,0.2037037037037037,-1.0,-1.0
9efdfa67-fdd3-11e9-bb9d-0242ac110002,15,28,5,0,0,0,0,0.5517241379310345,-1.0,-1.0
f082864c-fda3-11e9-bb9d-0242ac110002,16,64,2,0,0,0,0,0.26153846153846155,-1.0,-1.0
3431e5b9-fd84-11e9-bb9d-0242ac110002,57,45,3,1,0,1,0,0.7931034482758621,-1.0,-1.0
b3292ea6-fd83-11e9-bb9d-0242ac110002,64,16,3,0,0,0,0,0.26153846153846155,-1.0,-1.0
d317d119-fd82-11e9-bb9d-0242ac110002,19,75,1,2,1,0,1,0.2631578947368421,-1.0,-1.0
c451e279-fd4f-11e9-bb9d-0242ac110002,33,67,3,0,0,0,0,0.5,-1.0,-1.0
e5d895cd-fd47-11e9-bb9d-0242ac110002,11,51,3,0,0,1,0,0.23076923076923078,-1.0,-1.0
eceb5f90-fd38-11e9-bb9d-0242ac110002,26,50,3,0,1,0,1,0.5294117647058824,-1.0,-1.0
4c02e51b-fcb4-11e9-bb9d-0242ac110002,12,131,2,0,0,0,0,0.09848484848484848,-1.0,-1.0
31f50f16-fc6e-11e9-bb9d-0242ac110002,23,31,2,0,1,0,1,0.75,-1.0,-1.0
85031014-fbf5-11e9-bb9d-0242ac110002,9,69,1,0,1,1,1,0.14285714285714285,-1.0,-1.0
90dd16d2-fbe8-11e9-bb9d-0242ac110002,31,34,4,0,0,0,0,0.9142857142857143,-1.0,-1.0
c168618a-fa7e-11e9-bb9d-0242ac110002,20,32,4,0,0,2,1,0.6363636363636364,-1.0,-1.0
0d31eccf-fb3c-11e9-bb9d-0242ac110002,6,75,1,1,2,1,1,0.09210526315789473,-1.0,-1.0
accc0c26-fa9b-11e9-bb9d-0242ac110002,36,36,2,1,0,0,0,1.0,-1.0,-1.0
a7fd1735-fa81-11e9-bb9d-0242ac110002,42,98,0,1,1,0,0,0.43434343434343436,-1.0,-1.0
f2ba5f0f-fa7f-11e9-bb9d-0242ac110002,28,36,1,0,0,0,0,0.7837837837837838,-1.0,-1.0
b292302b-f9c7-11e9-bb9d-0242ac110002,20,57,1,0,1,0,0,0.3620689655172414,-1.0,-1.0
3901a7ce-f9a2-11e9-bb9d-0242ac110002,8,46,0,1,0,0,0,0.19148936170212766,-1.0,-1.0
db99771b-f89d-11e9-bb9d-0242ac110002,83,75,1,1,0,0,0,0.9047619047619048,-1.0,-1.0
228bfde8-f7ce-11e9-bb9d-0242ac110002,28,52,4,0,0,1,0,0.5471698113207547,-1.0,-1.0
95398f66-f7b9-11e9-bb9d-0242ac110002,44,69,2,0,2,2,1,0.6428571428571429,-1.0,-1.0
3a3d3bd7-f752-11e9-bb9d-0242ac110002,1,14,4,1,0,0,0,-1.0,-1.0,-1.0
5effcd47-f737-11e9-bb9d-0242ac110002,10,87,3,0,1,0,0,0.125,-1.0,-1.0
529062b6-f722-11e9-bb9d-0242ac110002,6,61,1,0,0,0,0,0.11290322580645161,-1.0,-1.0
33f2caef-f712-11e9-bb9d-0242ac110002,26,69,3,1,1,0,0,0.38571428571428573,-1.0,-1.0
b5889191-f687-11e9-bb9d-0242ac110002,11,40,3,0,3,1,0,0.2926829268292683,-1.0,-1.0
c8a187be-f66d-11e9-bb9d-0242ac110002,16,62,3,0,0,1,0,0.2698412698412698,-1.0,-1.0
6c1f3841-f654-11e9-bb9d-0242ac110002,10,69,2,0,0,0,0,0.15714285714285714,-1.0,-1.0
253929e1-f638-11e9-bb9d-0242ac110002,15,41,2,1,0,1,0,0.38095238095238093,-1.0,-1.0
a8ad7253-f612-11e9-bb9d-0242ac110002,9,72,3,0,0,2,0,0.136986301369863,-1.0,-1.0
355376b2-f5a7-11e9-bb9d-0242ac110002,11,34,3,0,0,1,0,0.34285714285714286,-1.0,-1.0
27f0ea4a-f59e-11e9-bb9d-0242ac110002,25,23,3,1,1,0,0,0.9230769230769231,-1.0,-1.0
8cc23d76-f594-11e9-bb9d-0242ac110002,10,55,0,0,2,0,0,0.19642857142857142,-1.0,-1.0
5c80db73-f517-11e9-bb9d-0242ac110002,37,38,1,0,1,0,1,0.9743589743589743,-1.0,-1.0
b770d5ae-f50f-11e9-bb9d-0242ac110002,51,32,3,0,2,1,1,0.6346153846153846,-1.0,-1.0
66d73925-f507-11e9-bb9d-0242ac110002,32,85,2,1,1,1,0,0.38372093023255816,-1.0,-1.0
0f787c01-f4ea-11e9-bb9d-0242ac110002,7,47,2,0,0,1,0,0.16666666666666666,-1.0,-1.0
613f25b4-f4df-11e9-bb9d-0242ac110002,9,54,1,0,1,0,1,0.18181818181818182,-1.0,-1.0
ea11bd8a-f4bf-11e9-bb9d-0242ac110002,14,50,1,0,3,0,1,0.29411764705882354,-1.0,-1.0
085ba3f5-f462-11e9-bb9d-0242ac110002,119,43,1,0,1,0,1,0.36666666666666664,-1.0,-1.0
c568124b-f3dc-11e9-bb9d-0242ac110002,23,44,5,0,0,0,0,0.5333333333333333,-1.0,-1.0
733f241e-f365-11e9-bb9d-0242ac110002,10,44,1,0,0,1,0,0.24444444444444444,-1.0,-1.0
593ba3d8-f363-11e9-bb9d-0242ac110002,12,52,1,0,1,0,1,0.24528301886792453,-1.0,-1.0
addf8450-f2a5-11e9-bb9d-0242ac110002,12,51,1,1,1,0,0,0.25,-1.0,-1.0
39cb1cc4-f2a1-11e9-bb9d-0242ac110002,14,39,2,0,0,0,0,0.375,-1.0,-1.0
0bb1fec9-f287-11e9-bb9d-0242ac110002,15,47,1,0,1,0,1,0.3333333333333333,-1.0,-1.0
d245ba24-f26c-11e9-bb9d-0242ac110002,97,51,2,0,3,0,0,0.5306122448979592,-1.0,-1.0
4fda796a-f26b-11e9-bb9d-0242ac110002,6,81,3,0,0,0,0,0.08536585365853659,-1.0,-1.0
1fcea7e2-f24c-11e9-bb9d-0242ac110002,30,24,1,0,1,0,0,0.8064516129032258,-1.0,-1.0
e6ea0e3e-f1c9-11e9-bb9d-0242ac110002,8,54,6,0,1,1,1,0.16363636363636364,-1.0,-1.0
b271e37d-f10b-11e9-bb9d-0242ac110002,9,50,3,0,3,1,1,0.19607843137254902,-1.0,-1.0
446e9f3d-f0d8-11e9-bb9d-0242ac110002,15,37,1,0,2,0,0,0.42105263157894735,-1.0,-1.0
1e59c271-f0d8-11e9-bb9d-0242ac110002,17,31,1,0,2,0,1,0.5625,-1.0,-1.0
175c9267-f098-11e9-bb9d-0242ac110002,46,52,2,0,1,0,0,0.8867924528301887,-1.0,-1.0
5a6dcc78-f072-11e9-bb9d-0242ac110002,4,82,2,1,1,0,0,0.060240963855421686,-1.0,-1.0
d4a1feda-f019-11e9-bb9d-0242ac110002,14,51,3,0,0,0,0,0.28846153846153844,-1.0,-1.0
e1856578-f005-11e9-bb9d-0242ac110002,7,102,1,0,1,1,1,0.07766990291262135,-1.0,-1.0
3a279525-effe-11e9-bb9d-0242ac110002,10,50,2,1,0,1,0,0.21568627450980393,-1.0,-1.0
8c2d6ca2-effe-11e9-bb9d-0242ac110002,7,135,4,0,0,0,0,0.058823529411764705,-1.0,-1.0
6a18ba2d-effb-11e9-bb9d-0242ac110002,17,146,3,0,0,0,0,0.12244897959183673,-1.0,-1.0
111a2f00-eff5-11e9-bb9d-0242ac110002,30,40,2,0,3,0,1,0.7560975609756098,-1.0,-1.0
6293603c-efe8-11e9-bb9d-0242ac110002,9,24,3,1,2,0,0,0.4,-1.0,-1.0
b46843dd-efe4-11e9-bb9d-0242ac110002,12,46,3,1,0,1,0,0.2765957446808511,-1.0,-1.0
fa740d19-efe3-11e9-bb9d-0242ac110002,27,37,3,1,2,1,2,0.7368421052631579,-1.0,-1.0
3d1e2459-ef9d-11e9-bb9d-0242ac110002,7,132,3,0,1,0,0,0.06015037593984962,-1.0,-1.0
6dc4737b-ef9e-11e9-bb9d-0242ac110002,2,26,2,1,0,1,0,0.1111111111111111,-1.0,-1.0
bb2a85d9-ef9c-11e9-bb9d-0242ac110002,9,30,3,1,4,2,3,0.3225806451612903,-1.0,-1.0
ada8bc19-ef78-11e9-bb9d-0242ac110002,24,27,2,2,2,1,1,0.8928571428571429,-1.0,-1.0
e8d795f7-ef60-11e9-bb9d-0242ac110002,23,17,4,0,0,0,0,0.75,-1.0,-1.0
fda5c066-ef5f-11e9-bb9d-0242ac110002,16,25,3,1,1,1,0,0.6538461538461539,-1.0,-1.0
606df54f-ef5b-11e9-bb9d-0242ac110002,11,37,4,0,4,1,0,0.3157894736842105,-1.0,-1.0
b2389cfe-ef52-11e9-bb9d-0242ac110002,96,40,7,0,0,1,0,0.422680412371134,-1.0,-1.0
60d01362-ef1f-11e9-bb9d-0242ac110002,7,51,1,0,4,1,0,0.15384615384615385,-1.0,-1.0
6af02c75-eebf-11e9-bb9d-0242ac110002,42,47,2,1,2,1,0,0.8958333333333334,-1.0,-1.0
b0628bf3-eeb4-11e9-bb9d-0242ac110002,99,28,6,0,0,0,0,0.29,-1.0,-1.0
a281ea77-ee9f-11e9-bb9d-0242ac110002,5,44,5,0,2,1,0,0.13333333333333333,-1.0,-1.0
afbcae40-ee97-11e9-bb9d-0242ac110002,56,23,1,2,2,0,2,0.42105263157894735,-1.0,-1.0
b5267e08-ee89-11e9-bb9d-0242ac110002,39,83,8,0,0,0,0,0.47619047619047616,-1.0,-1.0
8e56089c-ee84-11e9-bb9d-0242ac110002,5,99,5,1,0,1,0,0.06,-1.0,-1.0
cbb964da-ee83-11e9-bb9d-0242ac110002,106,43,7,0,0,1,0,0.411214953271028,-1.0,-1.0
50012fdc-ee83-11e9-bb9d-0242ac110002,53,52,3,1,1,0,0,0.9814814814814815,-1.0,-1.0
0ccc6b92-ee7f-11e9-bb9d-0242ac110002,15,35,4,0,2,0,1,0.4444444444444444,-1.0,-1.0
caca8bb3-ee74-11e9-bb9d-0242ac110002,8,39,7,0,1,1,0,0.225,-1.0,-1.0
befd6578-ee5d-11e9-bb9d-0242ac110002,3,36,6,0,0,2,0,0.10810810810810811,-1.0,-1.0
2a07b8a0-ee5d-11e9-bb9d-0242ac110002,19,67,5,0,1,1,0,0.29411764705882354,-1.0,-1.0
e52bbd8e-ee53-11e9-bb9d-0242ac110002,9,40,2,0,3,0,1,0.24390243902439024,-1.0,-1.0
45d7fe01-edf3-11e9-bb9d-0242ac110002,4,39,5,1,1,1,0,0.125,-1.0,-1.0
ed9f4dcd-edd2-11e9-bb9d-0242ac110002,10,33,5,1,0,0,0,0.3235294117647059,-1.0,-1.0
ecdfdbf5-edcc-11e9-bb9d-0242ac110002,17,112,9,1,0,2,0,0.1592920353982301,-1.0,-1.0
c815048f-edbe-11e9-bb9d-0242ac110002,2,39,6,0,3,0,1,0.075,-1.0,-1.0
3f11b697-edbe-11e9-bb9d-0242ac110002,19,27,3,0,5,3,3,0.7142857142857143,-1.0,-1.0
7839819f-edbb-11e9-bb9d-0242ac110002,45,72,3,1,2,0,0,0.6301369863013698,-1.0,-1.0
29193700-edb6-11e9-bb9d-0242ac110002,17,44,3,1,1,3,0,0.4,-1.0,-1.0
becfbbe4-eda7-11e9-bb9d-0242ac110002,10,147,3,0,6,0,0,0.07432432432432433,-1.0,-1.0
7455cc3a-ed9d-11e9-bb9d-0242ac110002,124,69,5,1,1,1,1,0.56,-1.0,-1.0
1a467adf-ed9c-11e9-bb9d-0242ac110002,53,43,4,2,1,1,1,0.8148148148148148,-1.0,-1.0
e955de24-ed8d-11e9-bb9d-0242ac110002,33,7,2,1,1,1,2,0.23529411764705882,-1.0,-1.0
cb7896fc-ed84-11e9-bb9d-0242ac110002,42,9,5,1,0,1,0,0.23255813953488372,-1.0,-1.0
16b74026-ed83-11e9-bb9d-0242ac110002,7,146,2,0,2,0,0,0.05442176870748299,-1.0,-1.0
dbd6a6b2-ed80-11e9-bb9d-0242ac110002,7,37,3,2,2,1,1,0.21052631578947367,-1.0,-1.0
8df178fa-ed38-11e9-bb9d-0242ac110002,2,38,3,2,2,0,1,0.07692307692307693,-1.0,-1.0
c1057d9a-ed04-11e9-bb9d-0242ac110002,2,50,1,2,3,1,1,0.058823529411764705,-1.0,-1.0
82ad2b56-ed03-11e9-bb9d-0242ac110002,3,43,0,0,5,0,2,0.09090909090909091,-1.0,-1.0
6c4ca16e-ecf0-11e9-bb9d-0242ac110002,27,31,3,0,3,1,0,0.875,-1.0,-1.0
47c8ecb1-ecca-11e9-bb9d-0242ac110002,5,34,2,0,2,0,0,0.17142857142857143,-1.0,-1.0
428b88c5-ecc4-11e9-bb9d-0242ac110002,19,96,3,2,2,0,0,0.20618556701030927,-1.0,-1.0
518e7166-ecbd-11e9-bb9d-0242ac110002,12,25,1,4,1,1,1,0.5,-1.0,-1.0
325127d4-ecbd-11e9-bb9d-0242ac110002,3,82,5,0,1,0,0,0.04819277108433735,-1.0,-1.0
ee81e3d9-ec93-11e9-bb9d-0242ac110002,49,24,7,0,0,3,0,0.5,-1.0,-1.0
3dd89979-ec47-11e9-bb9d-0242ac110002,11,123,3,0,3,0,0,0.0967741935483871,-1.0,-1.0
c30a8a13-ec1a-11e9-bb9d-0242ac110002,18,22,10,0,1,1,1,0.8260869565217391,-1.0,-1.0
8ac750ca-eb50-11e9-bb9d-0242ac110002,22,17,4,1,2,0,1,0.782608695652174,-1.0,-1.0
f9fe4f9a-ec11-11e9-bb9d-0242ac110002,23,132,6,0,2,0,1,0.18045112781954886,-1.0,-1.0
5598214b-ec0b-11e9-bb9d-0242ac110002,16,29,9,1,3,2,0,0.5666666666666667,-1.0,-1.0
663d05e6-ebf9-11e9-bb9d-0242ac110002,22,87,4,0,5,0,1,0.26136363636363635,-1.0,-1.0
cca8a7f1-ebe8-11e9-bb9d-0242ac110002,3,23,7,2,3,1,2,0.16666666666666666,-1.0,-1.0
6dcc9854-ebb6-11e9-bb9d-0242ac110002,6,118,10,0,0,1,0,0.058823529411764705,-1.0,-1.0
949025c5-ebb3-11e9-bb9d-0242ac110002,7,34,8,1,3,0,1,0.22857142857142856,-1.0,-1.0
510f16d5-eb9f-11e9-bb9d-0242ac110002,10,129,6,2,2,0,2,0.08461538461538462,-1.0,-1.0
461ae852-eb9d-11e9-bb9d-0242ac110002,9,131,9,1,0,0,0,0.07575757575757576,-1.0,-1.0
5dddef4b-eb9a-11e9-bb9d-0242ac110002,28,67,9,2,1,1,1,0.4264705882352941,-1.0,-1.0
fdfd0d3e-eb99-11e9-bb9d-0242ac110002,62,56,7,2,3,0,2,0.9047619047619048,-1.0,-1.0
3264cac4-eb98-11e9-bb9d-0242ac110002,26,27,5,2,6,3,2,0.9642857142857143,-1.0,-1.0
c04cac15-eb8b-11e9-bb9d-0242ac110002,39,80,5,2,4,0,2,0.49382716049382713,-1.0,-1.0
ae7830c3-eb7b-11e9-bb9d-0242ac110002,3,72,5,1,3,0,1,0.0547945205479452,-1.0,-1.0
cc8ad274-eb7a-11e9-bb9d-0242ac110002,8,197,7,0,3,1,1,0.045454545454545456,-1.0,-1.0
674db6f8-eb6f-11e9-bb9d-0242ac110002,6,29,10,0,0,0,0,0.23333333333333334,-1.0,-1.0
77c478b9-eb65-11e9-bb9d-0242ac110002,36,106,12,1,2,1,1,0.34579439252336447,-1.0,-1.0
269979f7-eb61-11e9-bb9d-0242ac110002,22,148,14,0,3,1,1,0.15436241610738255,0.26666666666666666,-1.0
cbdce09c-eb60-11e9-bb9d-0242ac110002,2,144,9,1,1,1,0,0.020689655172413793,-1.0,-1.0
cfde5111-eb5f-11e9-bb9d-0242ac110002,10,27,3,0,10,0,2,0.39285714285714285,-1.0,-1.0
903c5c49-eb5b-11e9-bb9d-0242ac110002,5,171,9,2,3,1,1,0.03488372093023256,-1.0,-1.0
bb7f02ae-eb50-11e9-bb9d-0242ac110002,24,82,19,1,4,4,4,0.30120481927710846,0.2857142857142857,-1.0
bef901af-eb4e-11e9-bb9d-0242ac110002,20,48,11,2,1,1,1,0.42857142857142855,-1.0,-1.0
204ac396-eb4b-11e9-bb9d-0242ac110002,39,25,12,3,2,2,2,0.65,0.375,-1.0
65b981c5-eb43-11e9-bb9d-0242ac110002,1,38,8,0,1,1,0,0.05128205128205128,-1.0,-1.0
f5db2e20-eb40-11e9-bb9d-0242ac110002,35,148,8,3,2,1,2,0.24161073825503357,-1.0,-1.0
a8bc51f6-eb3e-11e9-bb9d-0242ac110002,57,10,10,2,0,3,0,0.1896551724137931,-1.0,-1.0
8f5b4ad4-eb3c-11e9-bb9d-0242ac110002,60,25,13,0,0,2,0,0.4262295081967213,-1.0,-1.0
49938072-eb38-11e9-bb9d-0242ac110002,3,50,11,3,0,0,0,0.0784313725490196,-1.0,-1.0
fa3464a5-eb37-11e9-bb9d-0242ac110002,8,94,7,2,4,1,3,0.09473684210526316,-1.0,-1.0
6db85a89-eb2f-11e9-bb9d-0242ac110002,5,31,5,1,4,0,1,0.1875,-1.0,-1.0
9657682a-eb2e-11e9-bb9d-0242ac110002,12,24,5,0,6,0,1,0.52,-1.0,-1.0
7d29f772-eb25-11e9-bb9d-0242ac110002,46,12,10,1,2,1,1,0.2765957446808511,-1.0,-1.0
9d482f7c-eb23-11e9-bb9d-0242ac110002,6,25,5,2,3,0,0,0.2692307692307692,-1.0,-1.0
d6a02c3d-eb17-11e9-bb9d-0242ac110002,28,185,13,0,1,0,0,0.15591397849462366,-1.0,-1.0
3b65a90f-eb13-11e9-bb9d-0242ac110002,10,114,12,2,0,1,0,0.09565217391304348,-1.0,-1.0
d76c8e7c-eaee-11e9-bb9d-0242ac110002,8,17,13,0,0,1,0,0.5,-1.0,-1.0
515e594a-eaea-11e9-bb9d-0242ac110002,44,161,4,0,9,0,1,0.2777777777777778,-1.0,-1.0
5efd2fbd-ead9-11e9-bb9d-0242ac110002,47,149,9,0,4,3,0,0.32,-1.0,-1.0
5dc415f2-ead8-11e9-bb9d-0242ac110002,16,111,9,2,3,4,0,0.15178571428571427,-1.0,-1.0
728bc744-ead4-11e9-bb9d-0242ac110002,194,20,15,4,1,4,2,0.1076923076923077,0.3,-1.0
b565c1c0-ead0-11e9-bb9d-0242ac110002,13,9,8,2,3,0,1,0.7142857142857143,-1.0,-1.0
156a70e2-eacc-11e9-bb9d-0242ac110002,6,60,13,1,2,1,1,0.11475409836065574,0.26666666666666666,-1.0
4f0d6a79-eacb-11e9-bb9d-0242ac110002,0,41,14,0,2,0,1,0.023809523809523808,0.2,-1.0
ebffd7bd-eaca-11e9-bb9d-0242ac110002,3,124,6,2,4,2,5,0.032,-1.0,-1.0
d1e03b57-eac5-11e9-bb9d-0242ac110002,1,173,11,1,2,0,1,0.011494252873563218,-1.0,-1.0
942ba657-eac5-11e9-bb9d-0242ac110002,123,39,13,1,1,6,1,0.3225806451612903,-1.0,-1.0
41bb70ee-eac4-11e9-bb9d-0242ac110002,16,179,12,2,2,2,0,0.09444444444444444,0.3333333333333333,-1.0
fbaed9f3-eac1-11e9-bb9d-0242ac110002,13,19,4,1,10,0,3,0.7,-1.0,-1.0
f8f9cc7e-eab8-11e9-bb9d-0242ac110002,41,35,9,4,6,2,4,0.8571428571428571,0.7857142857142857,-1.0
478a3d88-eab8-11e9-bb9d-0242ac110002,1,37,10,0,11,2,1,0.05263157894736842,0.9166666666666666,-1.0
08831e24-eab5-11e9-bb9d-0242ac110002,8,199,13,0,0,0,0,0.045,-1.0,-1.0
eece6e8d-eab1-11e9-bb9d-0242ac110002,2,156,8,1,2,0,1,0.01910828025477707,-1.0,-1.0
9de588f5-eaae-11e9-bb9d-0242ac110002,45,111,18,3,2,2,1,0.4107142857142857,0.2727272727272727,-1.0
08c5c2dd-ea99-11e9-bb9d-0242ac110002,15,160,12,2,4,0,2,0.09937888198757763,0.4666666666666667,-1.0
01af71e1-eaac-11e9-bb9d-0242ac110002,38,20,13,2,3,1,0,0.5384615384615384,0.375,-1.0
4d95cbf4-eaab-11e9-bb9d-0242ac110002,1,56,3,2,8,2,2,0.03508771929824561,-1.0,-1.0
e316819d-eaaa-11e9-bb9d-0242ac110002,73,19,4,1,11,0,3,0.2702702702702703,0.46153846153846156,-1.0
128ef737-eaa9-11e9-bb9d-0242ac110002,2,149,9,1,7,1,2,0.02,0.8181818181818182,-1.0
